record id,to_date,from_date,Origin,Destination,total_buzz-O,total_buzz-D,death-O,fled,week_nbr
9328,4/28/16,4/14/16,Diyala,Al-Khalis,2363.285714,115.7142857,0,0,6
9329,4/28/16,4/14/16,Diyala,Al-Khidhir,383.7142857,115.7142857,0,0,6
9330,4/28/16,4/14/16,Diyala,Al-Mahawil,3551.642857,115.7142857,0.785714286,0,6
9331,4/28/16,4/14/16,Diyala,Al-Maimouna,3982.714286,115.7142857,0,0,6
9332,4/28/16,4/14/16,Diyala,Al-Manathera,5502.428571,115.7142857,0,0,6
9333,4/28/16,4/14/16,Diyala,Al-Mejar Al-Kabir,2173.071429,115.7142857,1.214285714,0,6
9334,4/28/16,4/14/16,Diyala,Al-Midaina,870.5714286,115.7142857,0.071428571,0,6
9335,4/28/16,4/14/16,Diyala,Al-Muqdadiya,1448.285714,115.7142857,0,0,6
9336,4/28/16,4/14/16,Diyala,Al-Musayab,1093.357143,115.7142857,0,0,6
9337,4/28/16,4/14/16,Diyala,Al-Na'maniya,6179.571429,115.7142857,21.71428571,0,6
9338,4/28/16,4/14/16,Diyala,Al-Qurna,990.9285714,115.7142857,0,0,6
9339,4/28/16,4/14/16,Diyala,Al-Rifa'i,3663.642857,115.7142857,0.428571429,0,6
9340,4/28/16,4/14/16,Diyala,Al-Rumaitha,1521,115.7142857,0.5,0,6
9341,4/28/16,4/14/16,Diyala,Al-Rutba,9901.642857,115.7142857,0.142857143,0,6
9342,4/28/16,4/14/16,Diyala,Al-Samawa,1819.5,115.7142857,0,0,6
9343,4/28/16,4/14/16,Diyala,Al-Shamiya,4334.857143,65,4.357142857,0,6
9344,4/28/16,4/14/16,Diyala,Al-Shatra,2099.642857,65,0.142857143,0,6
9345,4/28/16,4/14/16,Diyala,Al-Shikhan,13769.78571,65,10.78571429,0,6
9346,4/28/16,4/14/16,Diyala,Al-Shirqat,2363.285714,65,0,0,6
9347,4/28/16,4/14/16,Diyala,Al-Suwaira,383.7142857,65,0,0,6
9348,4/28/16,4/14/16,Diyala,Al-Zubair,3551.642857,65,0.785714286,0,6
9349,4/28/16,4/14/16,Diyala,Ali Al-Gharbi,3982.714286,65,0,0,6
9350,4/28/16,4/14/16,Diyala,Amara,5502.428571,65,0,0,6
9351,4/28/16,4/14/16,Diyala,Amedi,2173.071429,65,1.214285714,0,6
9352,4/28/16,4/14/16,Diyala,Ana,870.5714286,65,0.071428571,0,6
9353,4/28/16,4/14/16,Diyala,Ba'quba,1448.285714,65,0,0,6
9354,4/28/16,4/14/16,Diyala,Badra,1093.357143,65,0,0,6
9355,4/28/16,4/14/16,Diyala,Baiji,6179.571429,65,21.71428571,0,6
9356,4/28/16,4/14/16,Diyala,Balad,990.9285714,65,0,0,6
9357,4/28/16,4/14/16,Diyala,Baladrooz,3663.642857,65,0.428571429,0,6
9358,4/28/16,4/14/16,Diyala,Basrah,1521,65,0.5,0,6
9359,4/28/16,4/14/16,Diyala,Chamchamal,9901.642857,65,0.142857143,0,6
9360,4/28/16,4/14/16,Diyala,Dahuk,1819.5,65,0,0,6
9361,4/28/16,4/14/16,Diyala,Darbandikhan,2099.642857,204.4285714,0.142857143,0,6
9362,4/28/16,4/14/16,Diyala,Diwaniya,13769.78571,204.4285714,10.78571429,0,6
9363,4/28/16,4/14/16,Diyala,Dokan,2363.285714,204.4285714,0,0,6
9364,4/28/16,4/14/16,Diyala,Falluja,3551.642857,204.4285714,0.785714286,0,6
9365,4/28/16,4/14/16,Diyala,Fao,3982.714286,204.4285714,0,0,6
9366,4/28/16,4/14/16,Diyala,Haditha,5502.428571,204.4285714,0,0,6
9367,4/28/16,4/14/16,Diyala,Halabja,2173.071429,204.4285714,1.214285714,0,6
9368,4/28/16,4/14/16,Diyala,Hamza,870.5714286,204.4285714,0.071428571,0,6
9369,4/28/16,4/14/16,Diyala,Hashimiya,1448.285714,204.4285714,0,0,6
9370,4/28/16,4/14/16,Diyala,Hatra,1093.357143,204.4285714,0,0,6
9371,4/28/16,4/14/16,Diyala,Heet,6179.571429,204.4285714,21.71428571,2,6
9372,4/28/16,4/14/16,Diyala,Hilla,990.9285714,204.4285714,0,0,6
9373,4/28/16,4/14/16,Diyala,Kadhimia,1819.5,204.4285714,0,0,6
9374,4/28/16,4/14/16,Diyala,Kalar,3663.642857,204.4285714,0.428571429,0,6
9375,4/28/16,4/14/16,Diyala,Karkh,1521,204.4285714,0.5,0,6
9376,4/28/16,4/14/16,Diyala,Kerbala,9901.642857,204.4285714,0.142857143,0,6
9377,4/28/16,4/14/16,Diyala,Khanaqin,4334.857143,338.5,4.357142857,0,6
9378,4/28/16,4/14/16,Diyala,Kifri,2099.642857,338.5,0.142857143,0,6
9379,4/28/16,4/14/16,Diyala,Kirkuk,13769.78571,338.5,10.78571429,0,6
9380,4/28/16,4/14/16,Diyala,Koisnjaq,2363.285714,338.5,0,0,6
9381,4/28/16,4/14/16,Diyala,Kufa,383.7142857,338.5,0,0,6
9382,4/28/16,4/14/16,Diyala,Kut,3551.642857,338.5,0.785714286,0,6
9383,4/28/16,4/14/16,Diyala,Mada'in,3982.714286,338.5,0,0,6
9384,4/28/16,4/14/16,Diyala,Mahmoudiya,5502.428571,338.5,0,0,6
9385,4/28/16,4/14/16,Diyala,Makhmur,2173.071429,338.5,1.214285714,0,6
9386,4/28/16,4/14/16,Diyala,Mergasur,870.5714286,338.5,0.071428571,0,6
9387,4/28/16,4/14/16,Diyala,Mosul,1448.285714,338.5,0,0,6
9388,4/28/16,4/14/16,Diyala,Najaf,1093.357143,338.5,0,0,6
9389,4/28/16,4/14/16,Diyala,Nassriya,6179.571429,338.5,21.71428571,0,6
9390,4/28/16,4/14/16,Diyala,Penjwin,990.9285714,338.5,0,0,6
9391,4/28/16,4/14/16,Diyala,Pshdar,3663.642857,338.5,0.428571429,0,6
9392,4/28/16,4/14/16,Diyala,Qal'at Saleh,1521,338.5,0.5,0,6
9393,4/28/16,4/14/16,Diyala,Ramadi,9901.642857,338.5,0.142857143,0,6
9394,4/28/16,4/14/16,Diyala,Rania,1819.5,338.5,0,0,6
9395,4/28/16,4/14/16,Diyala,Samarra,4334.857143,103.6428571,4.357142857,0,6
9396,4/28/16,4/14/16,Diyala,Shaqlawa,2099.642857,103.6428571,0.142857143,0,6
9397,4/28/16,4/14/16,Diyala,Sharbazher,13769.78571,103.6428571,10.78571429,0,6
9398,4/28/16,4/14/16,Diyala,Shatt Al-Arab,2363.285714,103.6428571,0,0,6
9399,4/28/16,4/14/16,Diyala,Sinjar,383.7142857,103.6428571,0,0,6
9400,4/28/16,4/14/16,Diyala,Soran,3551.642857,103.6428571,0.785714286,0,6
9401,4/28/16,4/14/16,Diyala,Sulaymaniya,3982.714286,103.6428571,0,0,6
9402,4/28/16,4/14/16,Diyala,Sumel,5502.428571,103.6428571,0,0,6
9403,4/28/16,4/14/16,Diyala,Suq Al-Shoyokh,2173.071429,103.6428571,1.214285714,0,6
9404,4/28/16,4/14/16,Diyala,Telafar,870.5714286,103.6428571,0.071428571,0,6
9405,4/28/16,4/14/16,Diyala,Tikrit,1448.285714,103.6428571,0,0,6
9406,4/28/16,4/14/16,Diyala,Tilkaif,1093.357143,103.6428571,0,0,6
9407,4/28/16,4/14/16,Diyala,Zakho,990.9285714,103.6428571,0,0,6
9408,4/28/16,4/14/16,Erbil,Abu Al-Khaseeb,4334.857143,713.2142857,4.357142857,0,6
9409,4/28/16,4/14/16,Erbil,Abu Al-Khaseeb,2173.071429,194.3571429,1.214285714,0,6
9410,4/28/16,4/14/16,Erbil,Adhamia,870.5714286,194.3571429,0.071428571,0,6
9411,4/28/16,4/14/16,Erbil,Afaq,1448.285714,194.3571429,0,0,6
9412,4/28/16,4/14/16,Erbil,Afaq,13769.78571,713.2142857,10.78571429,0,6
9413,4/28/16,4/14/16,Erbil,Ain Al-Tamur,2363.285714,713.2142857,0,0,6
9414,4/28/16,4/14/16,Erbil,Ain Al-Tamur,1093.357143,194.3571429,0,0,6
9415,4/28/16,4/14/16,Erbil,Akre,383.7142857,713.2142857,0,0,6
9416,4/28/16,4/14/16,Erbil,Al Resafa,3551.642857,713.2142857,0.785714286,0,6
9417,4/28/16,4/14/16,Erbil,Al Sadr,3982.714286,713.2142857,0,0,6
9418,4/28/16,4/14/16,Erbil,Al-Chibayish,5502.428571,713.2142857,0,0,6
9419,4/28/16,4/14/16,Erbil,Al-Daur,2173.071429,713.2142857,1.214285714,0,6
9420,4/28/16,4/14/16,Erbil,Al-Hai,870.5714286,713.2142857,0.071428571,0,6
9421,4/28/16,4/14/16,Erbil,Al-Hamdaniya,1448.285714,713.2142857,0,0,6
9422,4/28/16,4/14/16,Erbil,Al-Hawiga,1093.357143,713.2142857,0,0,6
9423,4/28/16,4/14/16,Erbil,Al-Hindiya,6179.571429,713.2142857,21.71428571,0,6
9424,4/28/16,4/14/16,Erbil,Al-Ka'im,990.9285714,713.2142857,0,0,6
9425,4/28/16,4/14/16,Erbil,Al-Kahla,3663.642857,713.2142857,0.428571429,0,6
9426,4/28/16,4/14/16,Erbil,Al-Khalis,1521,713.2142857,0.5,0,6
9427,4/28/16,4/14/16,Erbil,Al-Khidhir,9901.642857,713.2142857,0.142857143,0,6
9428,4/28/16,4/14/16,Erbil,Al-Mahawil,1819.5,713.2142857,0,0,6
9429,4/28/16,4/14/16,Erbil,Al-Maimouna,4334.857143,404.7142857,4.357142857,0,6
9430,4/28/16,4/14/16,Erbil,Al-Manathera,2099.642857,404.7142857,0.142857143,0,6
9431,4/28/16,4/14/16,Erbil,Al-Mejar Al-Kabir,13769.78571,404.7142857,10.78571429,0,6
9432,4/28/16,4/14/16,Erbil,Al-Midaina,2363.285714,404.7142857,0,0,6
9433,4/28/16,4/14/16,Erbil,Al-Muqdadiya,383.7142857,404.7142857,0,0,6
9434,4/28/16,4/14/16,Erbil,Al-Musayab,3551.642857,404.7142857,0.785714286,0,6
9435,4/28/16,4/14/16,Erbil,Al-Na'maniya,3982.714286,404.7142857,0,0,6
9436,4/28/16,4/14/16,Erbil,Al-Qurna,5502.428571,404.7142857,0,0,6
9437,4/28/16,4/14/16,Erbil,Al-Rifa'i,2173.071429,404.7142857,1.214285714,0,6
9438,4/28/16,4/14/16,Erbil,Al-Rumaitha,870.5714286,404.7142857,0.071428571,0,6
9439,4/28/16,4/14/16,Erbil,Al-Rutba,1448.285714,404.7142857,0,0,6
9440,4/28/16,4/14/16,Erbil,Al-Samawa,1093.357143,404.7142857,0,0,6
9441,4/28/16,4/14/16,Erbil,Al-Shamiya,6179.571429,404.7142857,21.71428571,0,6
9442,4/28/16,4/14/16,Erbil,Al-Shatra,990.9285714,404.7142857,0,0,6
9443,4/28/16,4/14/16,Erbil,Al-Shikhan,3663.642857,404.7142857,0.428571429,0,6
9444,4/28/16,4/14/16,Erbil,Al-Shirqat,1521,404.7142857,0.5,0,6
9445,4/28/16,4/14/16,Erbil,Al-Suwaira,9901.642857,404.7142857,0.142857143,0,6
9446,4/28/16,4/14/16,Erbil,Al-Zubair,1819.5,404.7142857,0,0,6
9447,4/28/16,4/14/16,Erbil,Ali Al-Gharbi,4334.857143,239.2142857,4.357142857,2,6
9448,4/28/16,4/14/16,Erbil,Amara,2099.642857,239.2142857,0.142857143,0,6
9449,4/28/16,4/14/16,Erbil,Amedi,13769.78571,239.2142857,10.78571429,0,6
9450,4/28/16,4/14/16,Erbil,Ana,2363.285714,239.2142857,0,0,6
9451,4/28/16,4/14/16,Erbil,Ba'quba,383.7142857,239.2142857,0,0,6
9452,4/28/16,4/14/16,Erbil,Badra,3551.642857,239.2142857,0.785714286,0,6
9453,4/28/16,4/14/16,Erbil,Baiji,3982.714286,239.2142857,0,0,6
9454,4/28/16,4/14/16,Erbil,Balad,5502.428571,239.2142857,0,0,6
9455,4/28/16,4/14/16,Erbil,Baladrooz,2173.071429,239.2142857,1.214285714,1,6
9456,4/28/16,4/14/16,Erbil,Basrah,870.5714286,239.2142857,0.071428571,0,6
9457,4/28/16,4/14/16,Erbil,Chamchamal,1448.285714,239.2142857,0,0,6
9458,4/28/16,4/14/16,Erbil,Dahuk,1093.357143,239.2142857,0,0,6
9459,4/28/16,4/14/16,Erbil,Darbandikhan,990.9285714,239.2142857,0,0,6
9460,4/28/16,4/14/16,Erbil,Diwaniya,3663.642857,239.2142857,0.428571429,7,6
9461,4/28/16,4/14/16,Erbil,Dokan,1521,239.2142857,0.5,0,6
9462,4/28/16,4/14/16,Erbil,Falluja,1819.5,239.2142857,0,0,6
9463,4/28/16,4/14/16,Erbil,Fao,4334.857143,25.78571429,4.357142857,0,6
9464,4/28/16,4/14/16,Erbil,Haditha,2099.642857,25.78571429,0.142857143,0,6
9465,4/28/16,4/14/16,Erbil,Halabja,13769.78571,25.78571429,10.78571429,0,6
9466,4/28/16,4/14/16,Erbil,Hamza,2363.285714,25.78571429,0,0,6
9467,4/28/16,4/14/16,Erbil,Hashimiya,383.7142857,25.78571429,0,0,6
9468,4/28/16,4/14/16,Erbil,Hatra,3551.642857,25.78571429,0.785714286,0,6
9469,4/28/16,4/14/16,Erbil,Heet,3982.714286,25.78571429,0,0,6
9470,4/28/16,4/14/16,Erbil,Hilla,5502.428571,25.78571429,0,0,6
9471,4/28/16,4/14/16,Erbil,Kadhimia,1093.357143,25.78571429,0,0,6
9472,4/28/16,4/14/16,Erbil,Kalar,2173.071429,25.78571429,1.214285714,0,6
9473,4/28/16,4/14/16,Erbil,Karkh,870.5714286,25.78571429,0.071428571,0,6
9474,4/28/16,4/14/16,Erbil,Kerbala,1448.285714,25.78571429,0,0,6
9475,4/28/16,4/14/16,Erbil,Khanaqin,6179.571429,25.78571429,21.71428571,0,6
9476,4/28/16,4/14/16,Erbil,Kifri,990.9285714,25.78571429,0,0,6
9477,4/28/16,4/14/16,Erbil,Kirkuk,3663.642857,25.78571429,0.428571429,0,6
9478,4/28/16,4/14/16,Erbil,Koisnjaq,1521,25.78571429,0.5,0,6
9479,4/28/16,4/14/16,Erbil,Kufa,9901.642857,25.78571429,0.142857143,0,6
9480,4/28/16,4/14/16,Erbil,Kut,1819.5,25.78571429,0,0,6
9481,4/28/16,4/14/16,Erbil,Mada'in,4334.857143,300.2142857,4.357142857,0,6
9482,4/28/16,4/14/16,Erbil,Mahmoudiya,2099.642857,300.2142857,0.142857143,0,6
9483,4/28/16,4/14/16,Erbil,Makhmur,13769.78571,300.2142857,10.78571429,1,6
9484,4/28/16,4/14/16,Erbil,Mergasur,2363.285714,300.2142857,0,0,6
9485,4/28/16,4/14/16,Erbil,Mosul,383.7142857,300.2142857,0,0,6
9486,4/28/16,4/14/16,Erbil,Najaf,3551.642857,300.2142857,0.785714286,0,6
9487,4/28/16,4/14/16,Erbil,Nassriya,3982.714286,300.2142857,0,0,6
9488,4/28/16,4/14/16,Erbil,Penjwin,5502.428571,300.2142857,0,0,6
9489,4/28/16,4/14/16,Erbil,Pshdar,2173.071429,300.2142857,1.214285714,0,6
9490,4/28/16,4/14/16,Erbil,Qal'at Saleh,870.5714286,300.2142857,0.071428571,0,6
9491,4/28/16,4/14/16,Erbil,Ramadi,1448.285714,300.2142857,0,0,6
9492,4/28/16,4/14/16,Erbil,Rania,1093.357143,300.2142857,0,0,6
9493,4/28/16,4/14/16,Erbil,Samarra,6179.571429,300.2142857,21.71428571,7,6
9494,4/28/16,4/14/16,Erbil,Shaqlawa,990.9285714,300.2142857,0,0,6
9495,4/28/16,4/14/16,Erbil,Sharbazher,3663.642857,300.2142857,0.428571429,0,6
9496,4/28/16,4/14/16,Erbil,Shatt Al-Arab,1521,300.2142857,0.5,0,6
9497,4/28/16,4/14/16,Erbil,Sinjar,9901.642857,300.2142857,0.142857143,0,6
9498,4/28/16,4/14/16,Erbil,Soran,1819.5,300.2142857,0,0,6
9499,4/28/16,4/14/16,Erbil,Sulaymaniya,4334.857143,194.3571429,4.357142857,0,6
9500,4/28/16,4/14/16,Erbil,Sumel,2099.642857,194.3571429,0.142857143,0,6
9501,4/28/16,4/14/16,Erbil,Suq Al-Shoyokh,13769.78571,194.3571429,10.78571429,0,6
9502,4/28/16,4/14/16,Erbil,Telafar,2363.285714,194.3571429,0,0,6
9503,4/28/16,4/14/16,Erbil,Tikrit,383.7142857,194.3571429,0,0,6
9504,4/28/16,4/14/16,Erbil,Tilkaif,3551.642857,194.3571429,0.785714286,0,6
9505,4/28/16,4/14/16,Erbil,Zakho,5502.428571,194.3571429,0,0,6
9506,4/28/16,4/14/16,Kerbala,Abu Al-Khaseeb,6179.571429,194.3571429,21.71428571,0,6
9507,4/28/16,4/14/16,Kerbala,Abu Al-Khaseeb,13769.78571,1021.142857,10.78571429,0,6
9508,4/28/16,4/14/16,Kerbala,Adhamia,2363.285714,1021.142857,0,0,6
9509,4/28/16,4/14/16,Kerbala,Afaq,383.7142857,1021.142857,0,0,6
9510,4/28/16,4/14/16,Kerbala,Afaq,3663.642857,194.3571429,0.428571429,0,6
9511,4/28/16,4/14/16,Kerbala,Ain Al-Tamur,1521,194.3571429,0.5,0,6
9512,4/28/16,4/14/16,Kerbala,Ain Al-Tamur,3551.642857,1021.142857,0.785714286,0,6
9513,4/28/16,4/14/16,Kerbala,Akre,9901.642857,194.3571429,0.142857143,0,6
9514,4/28/16,4/14/16,Kerbala,Al Resafa,1819.5,194.3571429,0,0,6
9515,4/28/16,4/14/16,Kerbala,Al Sadr,4334.857143,78.35714286,4.357142857,0,6
9516,4/28/16,4/14/16,Kerbala,Al-Chibayish,2099.642857,78.35714286,0.142857143,0,6
9517,4/28/16,4/14/16,Kerbala,Al-Daur,13769.78571,78.35714286,10.78571429,0,6
9518,4/28/16,4/14/16,Kerbala,Al-Hai,2363.285714,78.35714286,0,0,6
9519,4/28/16,4/14/16,Kerbala,Al-Hamdaniya,383.7142857,78.35714286,0,0,6
9520,4/28/16,4/14/16,Kerbala,Al-Hawiga,3551.642857,78.35714286,0.785714286,0,6
9521,4/28/16,4/14/16,Kerbala,Al-Hindiya,3982.714286,78.35714286,0,0,6
9522,4/28/16,4/14/16,Kerbala,Al-Ka'im,5502.428571,78.35714286,0,0,6
9523,4/28/16,4/14/16,Kerbala,Al-Kahla,2173.071429,78.35714286,1.214285714,0,6
9524,4/28/16,4/14/16,Kerbala,Al-Khalis,870.5714286,78.35714286,0.071428571,0,6
9525,4/28/16,4/14/16,Kerbala,Al-Khidhir,1448.285714,78.35714286,0,0,6
9526,4/28/16,4/14/16,Kerbala,Al-Mahawil,1093.357143,78.35714286,0,0,6
9527,4/28/16,4/14/16,Kerbala,Al-Maimouna,6179.571429,78.35714286,21.71428571,0,6
9528,4/28/16,4/14/16,Kerbala,Al-Manathera,990.9285714,78.35714286,0,0,6
9529,4/28/16,4/14/16,Kerbala,Al-Mejar Al-Kabir,3663.642857,78.35714286,0.428571429,0,6
9530,4/28/16,4/14/16,Kerbala,Al-Midaina,1521,78.35714286,0.5,0,6
9531,4/28/16,4/14/16,Kerbala,Al-Muqdadiya,9901.642857,78.35714286,0.142857143,0,6
9532,4/28/16,4/14/16,Kerbala,Al-Musayab,1819.5,78.35714286,0,0,6
9533,4/28/16,4/14/16,Kerbala,Al-Na'maniya,4334.857143,44.21428571,4.357142857,0,6
9534,4/28/16,4/14/16,Kerbala,Al-Qurna,2099.642857,44.21428571,0.142857143,0,6
9535,4/28/16,4/14/16,Kerbala,Al-Rifa'i,13769.78571,44.21428571,10.78571429,0,6
9536,4/28/16,4/14/16,Kerbala,Al-Rumaitha,2363.285714,44.21428571,0,0,6
9537,4/28/16,4/14/16,Kerbala,Al-Rutba,383.7142857,44.21428571,0,0,6
9538,4/28/16,4/14/16,Kerbala,Al-Samawa,3551.642857,44.21428571,0.785714286,0,6
9539,4/28/16,4/14/16,Kerbala,Al-Shamiya,3982.714286,44.21428571,0,0,6
9540,4/28/16,4/14/16,Kerbala,Al-Shatra,5502.428571,44.21428571,0,0,6
9541,4/28/16,4/14/16,Kerbala,Al-Shikhan,2173.071429,44.21428571,1.214285714,0,6
9542,4/28/16,4/14/16,Kerbala,Al-Shirqat,870.5714286,44.21428571,0.071428571,0,6
9543,4/28/16,4/14/16,Kerbala,Al-Suwaira,1448.285714,44.21428571,0,0,6
9544,4/28/16,4/14/16,Kerbala,Al-Zubair,1093.357143,44.21428571,0,0,6
9545,4/28/16,4/14/16,Kerbala,Ali Al-Gharbi,6179.571429,44.21428571,21.71428571,0,6
9546,4/28/16,4/14/16,Kerbala,Amara,990.9285714,44.21428571,0,0,6
9547,4/28/16,4/14/16,Kerbala,Amedi,3663.642857,44.21428571,0.428571429,0,6
9548,4/28/16,4/14/16,Kerbala,Ana,1521,44.21428571,0.5,0,6
9549,4/28/16,4/14/16,Kerbala,Ba'quba,9901.642857,44.21428571,0.142857143,0,6
9550,4/28/16,4/14/16,Kerbala,Badra,1819.5,44.21428571,0,0,6
9551,4/28/16,4/14/16,Kerbala,Baiji,4334.857143,143.8571429,4.357142857,0,6
9552,4/28/16,4/14/16,Kerbala,Balad,2099.642857,143.8571429,0.142857143,0,6
9553,4/28/16,4/14/16,Kerbala,Baladrooz,13769.78571,143.8571429,10.78571429,0,6
9554,4/28/16,4/14/16,Kerbala,Basrah,2363.285714,143.8571429,0,0,6
9555,4/28/16,4/14/16,Kerbala,Chamchamal,383.7142857,143.8571429,0,0,6
9556,4/28/16,4/14/16,Kerbala,Dahuk,3551.642857,143.8571429,0.785714286,0,6
9557,4/28/16,4/14/16,Kerbala,Darbandikhan,5502.428571,143.8571429,0,0,6
9558,4/28/16,4/14/16,Kerbala,Diwaniya,2173.071429,143.8571429,1.214285714,0,6
9559,4/28/16,4/14/16,Kerbala,Dokan,870.5714286,143.8571429,0.071428571,0,6
9560,4/28/16,4/14/16,Kerbala,Falluja,1093.357143,143.8571429,0,0,6
9561,4/28/16,4/14/16,Kerbala,Fao,6179.571429,143.8571429,21.71428571,0,6
9562,4/28/16,4/14/16,Kerbala,Haditha,990.9285714,143.8571429,0,0,6
9563,4/28/16,4/14/16,Kerbala,Halabja,3663.642857,143.8571429,0.428571429,0,6
9564,4/28/16,4/14/16,Kerbala,Hamza,1521,143.8571429,0.5,0,6
9565,4/28/16,4/14/16,Kerbala,Hashimiya,9901.642857,143.8571429,0.142857143,0,6
9566,4/28/16,4/14/16,Kerbala,Hatra,1819.5,143.8571429,0,0,6
9567,4/28/16,4/14/16,Kerbala,Heet,4334.857143,695.7142857,4.357142857,0,6
9568,4/28/16,4/14/16,Kerbala,Hilla,2099.642857,695.7142857,0.142857143,0,6
9569,4/28/16,4/14/16,Kerbala,Kadhimia,3551.642857,695.7142857,0.785714286,0,6
9570,4/28/16,4/14/16,Kerbala,Kalar,13769.78571,695.7142857,10.78571429,0,6
9571,4/28/16,4/14/16,Kerbala,Karkh,2363.285714,695.7142857,0,0,6
9572,4/28/16,4/14/16,Kerbala,Kerbala,383.7142857,695.7142857,0,0,6
9573,4/28/16,4/14/16,Kerbala,Khanaqin,3982.714286,695.7142857,0,0,6
9574,4/28/16,4/14/16,Kerbala,Kifri,5502.428571,695.7142857,0,0,6
9575,4/28/16,4/14/16,Kerbala,Kirkuk,2173.071429,695.7142857,1.214285714,0,6
9576,4/28/16,4/14/16,Kerbala,Koisnjaq,870.5714286,695.7142857,0.071428571,0,6
9577,4/28/16,4/14/16,Kerbala,Kufa,1448.285714,695.7142857,0,0,6
9578,4/28/16,4/14/16,Kerbala,Kut,1093.357143,695.7142857,0,0,6
9579,4/28/16,4/14/16,Kerbala,Mada'in,6179.571429,695.7142857,21.71428571,0,6
9580,4/28/16,4/14/16,Kerbala,Mahmoudiya,990.9285714,695.7142857,0,0,6
9581,4/28/16,4/14/16,Kerbala,Makhmur,3663.642857,695.7142857,0.428571429,0,6
9582,4/28/16,4/14/16,Kerbala,Mergasur,1521,695.7142857,0.5,0,6
9583,4/28/16,4/14/16,Kerbala,Mosul,9901.642857,695.7142857,0.142857143,0,6
9584,4/28/16,4/14/16,Kerbala,Najaf,1819.5,695.7142857,0,0,6
9585,4/28/16,4/14/16,Kerbala,Nassriya,4334.857143,238.4285714,4.357142857,0,6
9586,4/28/16,4/14/16,Kerbala,Penjwin,2099.642857,238.4285714,0.142857143,0,6
9587,4/28/16,4/14/16,Kerbala,Pshdar,13769.78571,238.4285714,10.78571429,0,6
9588,4/28/16,4/14/16,Kerbala,Qal'at Saleh,2363.285714,238.4285714,0,0,6
9589,4/28/16,4/14/16,Kerbala,Ramadi,383.7142857,238.4285714,0,0,6
9590,4/28/16,4/14/16,Kerbala,Rania,3551.642857,238.4285714,0.785714286,0,6
9591,4/28/16,4/14/16,Kerbala,Samarra,3982.714286,238.4285714,0,0,6
9592,4/28/16,4/14/16,Kerbala,Shaqlawa,5502.428571,238.4285714,0,0,6
9593,4/28/16,4/14/16,Kerbala,Sharbazher,2173.071429,238.4285714,1.214285714,0,6
9594,4/28/16,4/14/16,Kerbala,Shatt Al-Arab,870.5714286,238.4285714,0.071428571,0,6
9595,4/28/16,4/14/16,Kerbala,Sinjar,1448.285714,238.4285714,0,0,6
9596,4/28/16,4/14/16,Kerbala,Soran,1093.357143,238.4285714,0,0,6
9597,4/28/16,4/14/16,Kerbala,Sulaymaniya,6179.571429,238.4285714,21.71428571,0,6
9598,4/28/16,4/14/16,Kerbala,Sumel,990.9285714,238.4285714,0,0,6
9599,4/28/16,4/14/16,Kerbala,Suq Al-Shoyokh,3663.642857,238.4285714,0.428571429,50,6
9600,4/28/16,4/14/16,Kerbala,Telafar,1521,238.4285714,0.5,0,6
9601,4/28/16,4/14/16,Kerbala,Tikrit,9901.642857,238.4285714,0.142857143,0,6
9602,4/28/16,4/14/16,Kerbala,Tilkaif,1819.5,238.4285714,0,0,6
9603,4/28/16,4/14/16,Kerbala,Zakho,2099.642857,1021.142857,0.142857143,0,6
9604,4/28/16,4/14/16,Kirkuk,Abu Al-Khaseeb,3982.714286,1021.142857,0,0,6
9605,4/28/16,4/14/16,Kirkuk,Abu Al-Khaseeb,3663.642857,175.8571429,0.428571429,60,6
9606,4/28/16,4/14/16,Kirkuk,Adhamia,1521,175.8571429,0.5,0,6
9607,4/28/16,4/14/16,Kirkuk,Afaq,9901.642857,175.8571429,0.142857143,0,6
9608,4/28/16,4/14/16,Kirkuk,Afaq,2173.071429,1021.142857,1.214285714,0,6
9609,4/28/16,4/14/16,Kirkuk,Ain Al-Tamur,870.5714286,1021.142857,0.071428571,0,6
9610,4/28/16,4/14/16,Kirkuk,Ain Al-Tamur,1819.5,175.8571429,0,0,6
9611,4/28/16,4/14/16,Kirkuk,Akre,1448.285714,1021.142857,0,0,6
9612,4/28/16,4/14/16,Kirkuk,Al Resafa,1093.357143,1021.142857,0,0,6
9613,4/28/16,4/14/16,Kirkuk,Al Sadr,6179.571429,1021.142857,21.71428571,0,6
9614,4/28/16,4/14/16,Kirkuk,Al-Chibayish,990.9285714,1021.142857,0,0,6
9615,4/28/16,4/14/16,Kirkuk,Al-Daur,3663.642857,1021.142857,0.428571429,0,6
9616,4/28/16,4/14/16,Kirkuk,Al-Hai,1521,1021.142857,0.5,0,6
9617,4/28/16,4/14/16,Kirkuk,Al-Hamdaniya,9901.642857,1021.142857,0.142857143,0,6
9618,4/28/16,4/14/16,Kirkuk,Al-Hawiga,1819.5,1021.142857,0,0,6
9619,4/28/16,4/14/16,Kirkuk,Al-Hindiya,4334.857143,1127.642857,4.357142857,0,6
9620,4/28/16,4/14/16,Kirkuk,Al-Ka'im,2099.642857,1127.642857,0.142857143,1,6
9621,4/28/16,4/14/16,Kirkuk,Al-Kahla,13769.78571,1127.642857,10.78571429,0,6
9622,4/28/16,4/14/16,Kirkuk,Al-Khalis,2363.285714,1127.642857,0,0,6
